year,week,week_type,team1_name,team1_score,team2_name,team2_score,winner,scraped_at
2017,1,regular,Palm Beach Pelicans,128.62,Mebs Militia,120.58,Palm Beach Pelicans,2025-12-13T17:02:21.088683
2017,1,regular,Killer Cam,106.7,The Brotherhood,94.52,Killer Cam,2025-12-13T17:02:21.089481
2017,1,regular,Maggi's Mighty Ducks,79.34,cheeseheads,108.94,cheeseheads,2025-12-13T17:02:21.089933
2017,1,regular,Scrubs,87.54,Woody,117.42,Woody,2025-12-13T17:02:21.090407
2017,1,regular,DirtyBirds,148.34,Make Wolfpack Great Again,88.48,DirtyBirds,2025-12-13T17:02:21.090783
2017,1,regular,Rats,113.0,Generous Brady,92.84,Rats,2025-12-13T17:02:21.091150
2017,2,regular,Generous Brady,141.82,Make Wolfpack Great Again,143.08,Make Wolfpack Great Again,2025-12-13T17:02:21.534211
2017,2,regular,cheeseheads,90.82,Woody,100.22,Woody,2025-12-13T17:02:21.535086
2017,2,regular,Killer Cam,79.06,DirtyBirds,111.38,DirtyBirds,2025-12-13T17:02:21.535456
2017,2,regular,Maggi's Mighty Ducks,113.54,Palm Beach Pelicans,110.5,Maggi's Mighty Ducks,2025-12-13T17:02:21.535816
2017,2,regular,Rats,93.68,Scrubs,85.8,Rats,2025-12-13T17:02:21.536177
2017,2,regular,The Brotherhood,115.82,Mebs Militia,119.16,Mebs Militia,2025-12-13T17:02:21.536542
2017,3,regular,Make Wolfpack Great Again,117.42,Woody,114.2,Make Wolfpack Great Again,2025-12-13T17:02:21.985662
2017,3,regular,Killer Cam,129.1,Mebs Militia,138.76,Mebs Militia,2025-12-13T17:02:21.986433
2017,3,regular,Palm Beach Pelicans,122.32,cheeseheads,103.22,Palm Beach Pelicans,2025-12-13T17:02:21.986797
2017,3,regular,Scrubs,81.84,Maggi's Mighty Ducks,125.4,Maggi's Mighty Ducks,2025-12-13T17:02:21.987189
2017,3,regular,Generous Brady,96.48,The Brotherhood,104.0,The Brotherhood,2025-12-13T17:02:21.987549
2017,3,regular,DirtyBirds,97.46,Rats,146.88,Rats,2025-12-13T17:02:21.987924
2017,4,regular,Mebs Militia,97.08,Maggi's Mighty Ducks,125.42,Maggi's Mighty Ducks,2025-12-13T17:02:22.380626
2017,4,regular,DirtyBirds,104.18,Palm Beach Pelicans,133.28,Palm Beach Pelicans,2025-12-13T17:02:22.381713
2017,4,regular,Scrubs,113.78,cheeseheads,106.76,Scrubs,2025-12-13T17:02:22.382228
2017,4,regular,Killer Cam,89.9,Generous Brady,119.54,Generous Brady,2025-12-13T17:02:22.382742
2017,4,regular,Rats,76.28,Make Wolfpack Great Again,96.68,Make Wolfpack Great Again,2025-12-13T17:02:22.383260
2017,4,regular,Woody,118.68,The Brotherhood,114.9,Woody,2025-12-13T17:02:22.383781
2017,5,regular,Killer Cam,112.12,Maggi's Mighty Ducks,93.96,Killer Cam,2025-12-13T17:02:22.806473
2017,5,regular,Rats,74.5,Mebs Militia,93.56,Mebs Militia,2025-12-13T17:02:22.807439
2017,5,regular,Make Wolfpack Great Again,89.72,Palm Beach Pelicans,78.94,Make Wolfpack Great Again,2025-12-13T17:02:22.807870
2017,5,regular,cheeseheads,140.04,Generous Brady,128.66,cheeseheads,2025-12-13T17:02:22.808299
2017,5,regular,The Brotherhood,115.62,Scrubs,118.56,Scrubs,2025-12-13T17:02:22.808738
2017,5,regular,DirtyBirds,106.72,Woody,118.44,Woody,2025-12-13T17:02:22.809170
2017,6,regular,DirtyBirds,129.02,Scrubs,116.62,DirtyBirds,2025-12-13T17:02:23.254444
2017,6,regular,Generous Brady,113.06,Maggi's Mighty Ducks,106.74,Generous Brady,2025-12-13T17:02:23.255335
2017,6,regular,Mebs Militia,98.94,cheeseheads,108.72,cheeseheads,2025-12-13T17:02:23.255770
2017,6,regular,Killer Cam,85.8,Woody,103.32,Woody,2025-12-13T17:02:23.256240
2017,6,regular,Make Wolfpack Great Again,134.18,The Brotherhood,126.28,Make Wolfpack Great Again,2025-12-13T17:02:23.256726
2017,6,regular,Palm Beach Pelicans,117.44,Rats,100.88,Palm Beach Pelicans,2025-12-13T17:02:23.257169
2017,7,regular,The Brotherhood,106.86,Maggi's Mighty Ducks,177.24,Maggi's Mighty Ducks,2025-12-13T17:02:23.671077
2017,7,regular,Woody,127.46,Rats,119.06,Woody,2025-12-13T17:02:23.671962
2017,7,regular,Killer Cam,116.72,Make Wolfpack Great Again,101.26,Killer Cam,2025-12-13T17:02:23.672380
2017,7,regular,DirtyBirds,104.22,cheeseheads,109.62,cheeseheads,2025-12-13T17:02:23.672883
2017,7,regular,Mebs Militia,107.46,Scrubs,99.08,Mebs Militia,2025-12-13T17:02:23.673376
2017,7,regular,Generous Brady,84.34,Palm Beach Pelicans,107.28,Palm Beach Pelicans,2025-12-13T17:02:23.673805
2017,8,regular,Make Wolfpack Great Again,169.82,Mebs Militia,99.8,Make Wolfpack Great Again,2025-12-13T17:02:24.111102
2017,8,regular,Palm Beach Pelicans,138.08,Scrubs,88.38,Palm Beach Pelicans,2025-12-13T17:02:24.112194
2017,8,regular,The Brotherhood,113.58,cheeseheads,106.92,The Brotherhood,2025-12-13T17:02:24.112700
2017,8,regular,Killer Cam,99.22,Rats,110.58,Rats,2025-12-13T17:02:24.113203
2017,8,regular,Maggi's Mighty Ducks,108.66,Woody,92.92,Maggi's Mighty Ducks,2025-12-13T17:02:24.113724
2017,8,regular,DirtyBirds,85.86,Generous Brady,126.34,Generous Brady,2025-12-13T17:02:24.114236
2017,9,regular,Maggi's Mighty Ducks,127.52,Rats,105.74,Maggi's Mighty Ducks,2025-12-13T17:02:24.561654
2017,9,regular,The Brotherhood,99.28,Palm Beach Pelicans,84.32,The Brotherhood,2025-12-13T17:02:24.562735
2017,9,regular,cheeseheads,114.1,Make Wolfpack Great Again,115.74,Make Wolfpack Great Again,2025-12-13T17:02:24.563215
2017,9,regular,Woody,153.66,Generous Brady,70.96,Woody,2025-12-13T17:02:24.563657
2017,9,regular,Mebs Militia,99.08,DirtyBirds,90.22,Mebs Militia,2025-12-13T17:02:24.564077
2017,9,regular,Killer Cam,103.78,Scrubs,88.1,Killer Cam,2025-12-13T17:02:24.564497
2017,10,regular,Mebs Militia,63.44,Woody,118.84,Woody,2025-12-13T17:02:25.017444
2017,10,regular,DirtyBirds,112.0,The Brotherhood,169.12,The Brotherhood,2025-12-13T17:02:25.018336
2017,10,regular,Generous Brady,115.86,Scrubs,118.68,Scrubs,2025-12-13T17:02:25.018760
2017,10,regular,Rats,111.06,cheeseheads,75.14,Rats,2025-12-13T17:02:25.019200
2017,10,regular,Palm Beach Pelicans,81.18,Killer Cam,116.18,Killer Cam,2025-12-13T17:02:25.019635
2017,10,regular,Make Wolfpack Great Again,138.54,Maggi's Mighty Ducks,110.36,Make Wolfpack Great Again,2025-12-13T17:02:25.020082
2017,11,regular,DirtyBirds,73.0,Maggi's Mighty Ducks,124.8,Maggi's Mighty Ducks,2025-12-13T17:02:25.443770
2017,11,regular,Woody,85.2,Palm Beach Pelicans,101.9,Palm Beach Pelicans,2025-12-13T17:02:25.444899
2017,11,regular,Make Wolfpack Great Again,128.1,Scrubs,78.52,Make Wolfpack Great Again,2025-12-13T17:02:25.445435
2017,11,regular,Generous Brady,74.92,Mebs Militia,119.76,Mebs Militia,2025-12-13T17:02:25.445992
2017,11,regular,The Brotherhood,147.92,Rats,104.56,The Brotherhood,2025-12-13T17:02:25.446533
2017,11,regular,cheeseheads,130.6,Killer Cam,148.08,Killer Cam,2025-12-13T17:02:25.447087
2017,12,regular,Palm Beach Pelicans,91.36,Make Wolfpack Great Again,106.88,Make Wolfpack Great Again,2025-12-13T17:02:25.966194
2017,12,regular,DirtyBirds,117.88,Rats,90.1,DirtyBirds,2025-12-13T17:02:25.967286
2017,12,regular,Maggi's Mighty Ducks,126.74,cheeseheads,166.86,cheeseheads,2025-12-13T17:02:25.967809
2017,12,regular,Generous Brady,108.38,The Brotherhood,127.52,The Brotherhood,2025-12-13T17:02:25.968353
2017,12,regular,Scrubs,120.52,Killer Cam,147.08,Killer Cam,2025-12-13T17:02:25.968878
2017,12,regular,Mebs Militia,127.28,Woody,75.16,Mebs Militia,2025-12-13T17:02:25.969396
2017,13,regular,DirtyBirds,81.72,Make Wolfpack Great Again,137.02,Make Wolfpack Great Again,2025-12-13T17:02:26.387205
2017,13,regular,Killer Cam,117.14,cheeseheads,168.06,cheeseheads,2025-12-13T17:02:26.388300
2017,13,regular,Woody,113.08,Generous Brady,142.92,Generous Brady,2025-12-13T17:02:26.388814
2017,13,regular,The Brotherhood,94.28,Scrubs,72.5,The Brotherhood,2025-12-13T17:02:26.389410
2017,13,regular,Mebs Militia,95.5,Rats,79.18,Mebs Militia,2025-12-13T17:02:26.389993
2017,13,regular,Palm Beach Pelicans,136.64,Maggi's Mighty Ducks,119.56,Palm Beach Pelicans,2025-12-13T17:02:26.390524
2017,14,regular,Killer Cam,93.94,Mebs Militia,138.64,Mebs Militia,2025-12-13T17:02:26.827478
2017,14,regular,Scrubs,105.44,Make Wolfpack Great Again,94.72,Scrubs,2025-12-13T17:02:26.828385
2017,14,regular,Palm Beach Pelicans,91.74,Generous Brady,145.64,Generous Brady,2025-12-13T17:02:26.828814
2017,14,regular,DirtyBirds,107.64,cheeseheads,144.96,cheeseheads,2025-12-13T17:02:26.829240
2017,14,regular,Maggi's Mighty Ducks,128.54,Rats,122.72,Maggi's Mighty Ducks,2025-12-13T17:02:26.829665
2017,14,regular,Woody,132.48,The Brotherhood,80.14,Woody,2025-12-13T17:02:26.830097
2017,15,playoff,Palm Beach Pelicans,102.9,Killer Cam,113.64,Killer Cam,2025-12-13T17:02:27.261909
2017,15,playoff,cheeseheads,81.58,The Brotherhood,91.68,The Brotherhood,2025-12-13T17:02:27.262823
2017,15,playoff,Make Wolfpack Great Again,140.02,Maggi's Mighty Ducks,143.24,Maggi's Mighty Ducks,2025-12-13T17:02:27.263257
2017,15,playoff,Woody,121.08,Mebs Militia,137.54,Mebs Militia,2025-12-13T17:02:27.263697
2017,16,playoff,Killer Cam,75.56,The Brotherhood,90.42,The Brotherhood,2025-12-13T17:02:27.696645
2017,16,playoff,Palm Beach Pelicans,113.82,cheeseheads,103.3,Palm Beach Pelicans,2025-12-13T17:02:27.697537
2017,16,playoff,Maggi's Mighty Ducks,178.66,Mebs Militia,94.94,Maggi's Mighty Ducks,2025-12-13T17:02:27.697957
2017,16,playoff,Make Wolfpack Great Again,90.06,Woody,98.24,Woody,2025-12-13T17:02:27.698374
2018,1,regular,The Brotherhood,114.84,DirtyBirds,65.94,The Brotherhood,2025-12-13T17:02:28.637832
2018,1,regular,Palm Beach Pelicans,114.2,Woody,91.64,Palm Beach Pelicans,2025-12-13T17:02:28.638738
2018,1,regular,Generous Brady,119.08,Rats,133.16,Rats,2025-12-13T17:02:28.639222
2018,1,regular,Mebs Militia,150.12,Killer Cam,122.26,Mebs Militia,2025-12-13T17:02:28.639773
2018,1,regular,Scrubs,132.02,Make Wolfpack Great Again,149.56,Make Wolfpack Great Again,2025-12-13T17:02:28.640241
2018,1,regular,cheeseheads,161.44,Maggi's Mighty Ducks,124.44,cheeseheads,2025-12-13T17:02:28.640681
2018,2,regular,Mebs Militia,123.96,Generous Brady,141.36,Generous Brady,2025-12-13T17:02:29.065752
2018,2,regular,The Brotherhood,134.04,Scrubs,132.64,The Brotherhood,2025-12-13T17:02:29.066696
2018,2,regular,Palm Beach Pelicans,190.58,Make Wolfpack Great Again,104.82,Palm Beach Pelicans,2025-12-13T17:02:29.067134
2018,2,regular,Woody,98.36,Killer Cam,114.46,Killer Cam,2025-12-13T17:02:29.067565
2018,2,regular,Rats,132.4,cheeseheads,138.3,cheeseheads,2025-12-13T17:02:29.067992
2018,2,regular,Maggi's Mighty Ducks,117.9,DirtyBirds,109.08,Maggi's Mighty Ducks,2025-12-13T17:02:29.068419
2018,3,regular,Rats,91.64,Mebs Militia,164.02,Mebs Militia,2025-12-13T17:02:29.476380
2018,3,regular,Generous Brady,110.42,Palm Beach Pelicans,104.96,Generous Brady,2025-12-13T17:02:29.477307
2018,3,regular,cheeseheads,144.3,Woody,110.38,cheeseheads,2025-12-13T17:02:29.477736
2018,3,regular,The Brotherhood,149.3,Make Wolfpack Great Again,113.34,The Brotherhood,2025-12-13T17:02:29.478162
2018,3,regular,DirtyBirds,157.16,Scrubs,128.54,DirtyBirds,2025-12-13T17:02:29.478588
2018,3,regular,Maggi's Mighty Ducks,101.3,Killer Cam,104.34,Killer Cam,2025-12-13T17:02:29.479014
2018,4,regular,Killer Cam,142.36,cheeseheads,162.1,cheeseheads,2025-12-13T17:02:29.901421
2018,4,regular,Scrubs,97.4,Palm Beach Pelicans,139.16,Palm Beach Pelicans,2025-12-13T17:02:29.902355
2018,4,regular,DirtyBirds,107.26,Make Wolfpack Great Again,104.58,DirtyBirds,2025-12-13T17:02:29.902786
2018,4,regular,Woody,150.2,Mebs Militia,132.96,Woody,2025-12-13T17:02:29.903230
2018,4,regular,Maggi's Mighty Ducks,117.58,Rats,113.32,Maggi's Mighty Ducks,2025-12-13T17:02:29.903656
2018,4,regular,Generous Brady,147.46,The Brotherhood,165.62,The Brotherhood,2025-12-13T17:02:29.904076
2018,5,regular,cheeseheads,117.2,Mebs Militia,156.98,Mebs Militia,2025-12-13T17:02:30.339300
2018,5,regular,Rats,128.54,DirtyBirds,100.0,Rats,2025-12-13T17:02:30.340594
2018,5,regular,Make Wolfpack Great Again,124.22,Maggi's Mighty Ducks,101.44,Make Wolfpack Great Again,2025-12-13T17:02:30.341036
2018,5,regular,Scrubs,128.98,Woody,106.16,Scrubs,2025-12-13T17:02:30.341469
2018,5,regular,The Brotherhood,146.38,Palm Beach Pelicans,134.92,The Brotherhood,2025-12-13T17:02:30.341899
2018,5,regular,Killer Cam,135.2,Generous Brady,107.84,Killer Cam,2025-12-13T17:02:30.342323
2018,6,regular,Make Wolfpack Great Again,115.86,Generous Brady,110.9,Make Wolfpack Great Again,2025-12-13T17:02:30.747014
2018,6,regular,The Brotherhood,152.0,Maggi's Mighty Ducks,109.84,The Brotherhood,2025-12-13T17:02:30.747900
2018,6,regular,Scrubs,101.7,Killer Cam,128.94,Killer Cam,2025-12-13T17:02:30.748325
2018,6,regular,DirtyBirds,101.9,cheeseheads,112.08,cheeseheads,2025-12-13T17:02:30.748749
2018,6,regular,Woody,110.18,Rats,150.82,Rats,2025-12-13T17:02:30.749169
2018,6,regular,Mebs Militia,156.16,Palm Beach Pelicans,171.88,Palm Beach Pelicans,2025-12-13T17:02:30.749594
2018,7,regular,cheeseheads,127.9,Make Wolfpack Great Again,106.38,cheeseheads,2025-12-13T17:02:31.294881
2018,7,regular,Maggi's Mighty Ducks,94.98,Palm Beach Pelicans,133.82,Palm Beach Pelicans,2025-12-13T17:02:31.295774
2018,7,regular,Scrubs,141.06,Mebs Militia,159.84,Mebs Militia,2025-12-13T17:02:31.296199
2018,7,regular,Rats,108.8,The Brotherhood,99.5,Rats,2025-12-13T17:02:31.296628
2018,7,regular,Woody,106.24,Generous Brady,159.78,Generous Brady,2025-12-13T17:02:31.297069
2018,7,regular,DirtyBirds,104.26,Killer Cam,119.94,Killer Cam,2025-12-13T17:02:31.297495
2018,8,regular,Palm Beach Pelicans,133.62,Rats,148.96,Rats,2025-12-13T17:02:31.726011
2018,8,regular,The Brotherhood,110.04,cheeseheads,134.86,cheeseheads,2025-12-13T17:02:31.726914
2018,8,regular,Killer Cam,99.66,Make Wolfpack Great Again,129.5,Make Wolfpack Great Again,2025-12-13T17:02:31.727358
2018,8,regular,Woody,124.6,DirtyBirds,94.84,Woody,2025-12-13T17:02:31.727777
2018,8,regular,Scrubs,104.66,Generous Brady,159.16,Generous Brady,2025-12-13T17:02:31.728204
2018,8,regular,Mebs Militia,107.08,Maggi's Mighty Ducks,137.12,Maggi's Mighty Ducks,2025-12-13T17:02:31.728625
2018,9,regular,The Brotherhood,134.76,Mebs Militia,102.4,The Brotherhood,2025-12-13T17:02:32.218738
2018,9,regular,Maggi's Mighty Ducks,144.52,Scrubs,145.68,Scrubs,2025-12-13T17:02:32.219688
2018,9,regular,DirtyBirds,113.3,Palm Beach Pelicans,147.2,Palm Beach Pelicans,2025-12-13T17:02:32.220130
2018,9,regular,Generous Brady,155.26,cheeseheads,168.42,cheeseheads,2025-12-13T17:02:32.220551
2018,9,regular,Woody,76.3,Make Wolfpack Great Again,106.74,Make Wolfpack Great Again,2025-12-13T17:02:32.220975
2018,9,regular,Rats,102.06,Killer Cam,89.22,Rats,2025-12-13T17:02:32.221399
2018,10,regular,Scrubs,96.12,Rats,138.8,Rats,2025-12-13T17:02:32.654520
2018,10,regular,Make Wolfpack Great Again,103.0,Mebs Militia,155.92,Mebs Militia,2025-12-13T17:02:32.655571
2018,10,regular,cheeseheads,149.02,Palm Beach Pelicans,110.46,cheeseheads,2025-12-13T17:02:32.656123
2018,10,regular,DirtyBirds,91.0,Generous Brady,98.06,Generous Brady,2025-12-13T17:02:32.656617
2018,10,regular,Maggi's Mighty Ducks,138.36,Woody,127.02,Maggi's Mighty Ducks,2025-12-13T17:02:32.657068
2018,10,regular,The Brotherhood,157.86,Killer Cam,148.1,The Brotherhood,2025-12-13T17:02:32.657501
2018,11,regular,Woody,118.04,The Brotherhood,142.78,The Brotherhood,2025-12-13T17:02:33.072815
2018,11,regular,Rats,86.24,Make Wolfpack Great Again,93.92,Make Wolfpack Great Again,2025-12-13T17:02:33.074074
2018,11,regular,cheeseheads,102.8,Scrubs,134.48,Scrubs,2025-12-13T17:02:33.074638
2018,11,regular,DirtyBirds,73.44,Mebs Militia,121.06,Mebs Militia,2025-12-13T17:02:33.075086
2018,11,regular,Palm Beach Pelicans,178.02,Killer Cam,142.18,Palm Beach Pelicans,2025-12-13T17:02:33.075523
2018,11,regular,Maggi's Mighty Ducks,113.02,Generous Brady,148.6,Generous Brady,2025-12-13T17:02:33.075955
2018,12,regular,The Brotherhood,179.32,Maggi's Mighty Ducks,133.26,The Brotherhood,2025-12-13T17:02:33.553999
2018,12,regular,Palm Beach Pelicans,114.12,Rats,95.54,Palm Beach Pelicans,2025-12-13T17:02:33.554905
2018,12,regular,DirtyBirds,89.58,Woody,162.42,Woody,2025-12-13T17:02:33.555345
2018,12,regular,Make Wolfpack Great Again,128.56,cheeseheads,114.98,Make Wolfpack Great Again,2025-12-13T17:02:33.555811
2018,12,regular,Mebs Militia,150.98,Generous Brady,84.92,Mebs Militia,2025-12-13T17:02:33.556341
2018,12,regular,Killer Cam,150.52,Scrubs,134.84,Killer Cam,2025-12-13T17:02:33.556783
2018,13,regular,Woody,135.1,Scrubs,97.2,Woody,2025-12-13T17:02:33.955276
2018,13,regular,The Brotherhood,109.32,cheeseheads,155.96,cheeseheads,2025-12-13T17:02:33.956479
2018,13,regular,Generous Brady,111.94,Make Wolfpack Great Again,99.18,Generous Brady,2025-12-13T17:02:33.956976
2018,13,regular,Killer Cam,72.72,Palm Beach Pelicans,110.9,Palm Beach Pelicans,2025-12-13T17:02:33.957399
2018,13,regular,DirtyBirds,79.44,Rats,117.44,Rats,2025-12-13T17:02:33.957823
2018,13,regular,Maggi's Mighty Ducks,109.48,Mebs Militia,124.4,Mebs Militia,2025-12-13T17:02:33.958246
2018,14,regular,Mebs Militia,103.18,cheeseheads,132.98,cheeseheads,2025-12-13T17:02:34.467162
2018,14,regular,Woody,175.4,Make Wolfpack Great Again,103.14,Woody,2025-12-13T17:02:34.468298
2018,14,regular,DirtyBirds,57.58,Generous Brady,95.42,Generous Brady,2025-12-13T17:02:34.468821
2018,14,regular,Scrubs,78.9,The Brotherhood,119.44,The Brotherhood,2025-12-13T17:02:34.469336
2018,14,regular,Palm Beach Pelicans,106.68,Maggi's Mighty Ducks,138.1,Maggi's Mighty Ducks,2025-12-13T17:02:34.469856
2018,14,regular,Rats,92.62,Killer Cam,139.56,Killer Cam,2025-12-13T17:02:34.470382
2018,15,playoff,Generous Brady,122.96,Make Wolfpack Great Again,97.72,Generous Brady,2025-12-13T17:02:34.982940
2018,15,playoff,Rats,143.5,Killer Cam,83.48,Rats,2025-12-13T17:02:34.983710
2018,15,playoff,cheeseheads,71.66,Mebs Militia,82.8,Mebs Militia,2025-12-13T17:02:34.984079
2018,15,playoff,The Brotherhood,114.72,Palm Beach Pelicans,100.72,The Brotherhood,2025-12-13T17:02:34.984441
2018,16,playoff,Generous Brady,88.54,Rats,151.72,Rats,2025-12-13T17:02:35.407032
2018,16,playoff,Make Wolfpack Great Again,90.84,Killer Cam,72.28,Make Wolfpack Great Again,2025-12-13T17:02:35.407988
2018,16,playoff,Mebs Militia,200.7,The Brotherhood,183.08,Mebs Militia,2025-12-13T17:02:35.408425
2018,16,playoff,cheeseheads,141.14,Palm Beach Pelicans,101.72,cheeseheads,2025-12-13T17:02:35.408847
2019,1,regular,The Brotherhood,148.22,DirtyBirds,100.66,The Brotherhood,2025-12-13T17:02:36.330443
2019,1,regular,Woody,117.6,Rats,129.12,Rats,2025-12-13T17:02:36.331531
2019,1,regular,Generous Brady,119.94,Wolfpack is Problematic,143.6,Wolfpack is Problematic,2025-12-13T17:02:36.332056
2019,1,regular,Palm Beach Pelicans,157.52,Killer Cam,131.06,Palm Beach Pelicans,2025-12-13T17:02:36.332575
2019,1,regular,Scrubs,152.9,Maggi's Mighty Ducks,122.2,Scrubs,2025-12-13T17:02:36.333086
2019,1,regular,Mebs Militia,106.26,cheeseheads,123.26,cheeseheads,2025-12-13T17:02:36.333567
2019,2,regular,DirtyBirds,109.52,cheeseheads,117.72,cheeseheads,2025-12-13T17:02:36.849238
2019,2,regular,Killer Cam,111.4,Maggi's Mighty Ducks,79.72,Killer Cam,2025-12-13T17:02:36.850330
2019,2,regular,Generous Brady,139.66,Woody,111.9,Generous Brady,2025-12-13T17:02:36.850845
2019,2,regular,Scrubs,127.8,Wolfpack is Problematic,118.56,Scrubs,2025-12-13T17:02:36.851360
2019,2,regular,The Brotherhood,93.04,Palm Beach Pelicans,101.66,Palm Beach Pelicans,2025-12-13T17:02:36.851877
2019,2,regular,Rats,143.02,Mebs Militia,128.88,Rats,2025-12-13T17:02:36.852405
2019,3,regular,Rats,103.66,Killer Cam,103.46,Rats,2025-12-13T17:02:37.287697
2019,3,regular,DirtyBirds,165.32,Maggi's Mighty Ducks,120.62,DirtyBirds,2025-12-13T17:02:37.288599
2019,3,regular,Mebs Militia,97.98,The Brotherhood,151.66,The Brotherhood,2025-12-13T17:02:37.289152
2019,3,regular,cheeseheads,121.84,Palm Beach Pelicans,148.14,Palm Beach Pelicans,2025-12-13T17:02:37.289625
2019,3,regular,Generous Brady,97.94,Scrubs,174.24,Scrubs,2025-12-13T17:02:37.290114
2019,3,regular,Woody,120.0,Wolfpack is Problematic,133.04,Wolfpack is Problematic,2025-12-13T17:02:37.290568
2019,4,regular,DirtyBirds,133.82,Palm Beach Pelicans,131.8,DirtyBirds,2025-12-13T17:02:37.717716
2019,4,regular,Scrubs,126.8,Mebs Militia,146.28,Mebs Militia,2025-12-13T17:02:37.718618
2019,4,regular,Woody,89.6,Maggi's Mighty Ducks,130.5,Maggi's Mighty Ducks,2025-12-13T17:02:37.719057
2019,4,regular,cheeseheads,140.74,The Brotherhood,121.8,cheeseheads,2025-12-13T17:02:37.719499
